,Company,Industry,Country,Market_Value,Sales,Profits,Assets,Rank,DBpedia_URI,Market_Value_class,Sales_class,Profits_class,Assets_class,Rank_class
837,Hana_Financial_Group,Regional_Banks,South_Korea,8.5,12.5,1.5,263.9,431,http://dbpedia.org/resource/Hana_Financial_Group,low,mid,mid,high,low
838,Hanjin_Shipping,Other_Transportation,South_Korea,1.3,10.0,-0.6,10.3,1801,http://dbpedia.org/resource/Hanjin_Shipping,low,mid,low,mid,high
839,Hanwha_Life_Insurance,Life_&_Health_Insurance,South_Korea,5.3,9.4,0.5,61.0,828,http://dbpedia.org/resource/Hanwha_Life_Insurance,low,mid,mid,mid,mid
840,Hyosung,Diversified_Metals_&_Mining,South_Korea,1.6,11.2,0.1,12.9,1586,http://dbpedia.org/resource/Hyosung,low,mid,low,mid,high
841,Hyundai_Engineering,Construction_Services,South_Korea,6.4,11.8,0.5,12.0,1026,http://dbpedia.org/resource/Hyundai_Engineering,low,mid,mid,mid,mid
842,Hyundai_Glovis,Other_Transportation,South_Korea,6.7,10.4,0.4,4.0,1234,http://dbpedia.org/resource/Hyundai_Glovis,low,mid,mid,mid,high
843,Hyundai_Heavy_Industries,Heavy_Equipment,South_Korea,11.6,48.8,0.9,46.3,379,http://dbpedia.org/resource/Hyundai_Heavy_Industries,mid,high,mid,mid,low
844,Hyundai_Mobis,Auto_&_Truck_Parts,South_Korea,26.4,28.9,3.3,28.1,278,http://dbpedia.org/resource/Hyundai_Mobis,mid,mid,high,mid,low
845,Hyundai_Motor,Auto_&_Truck_Manufacturers,South_Korea,41.5,75.0,7.6,114.3,89,http://dbpedia.org/resource/Hyundai_Motor,high,high,high,mid,low
846,Hyundai_Steel,Iron_&_Steel,South_Korea,6.3,13.3,0.7,21.4,773,http://dbpedia.org/resource/Hyundai_Steel,low,mid,mid,mid,mid
847,Hyundai_Wia,Auto_&_Truck_Parts,South_Korea,4.0,6.2,0.4,4.3,1942,http://dbpedia.org/resource/Hyundai_Wia,low,low,mid,mid,high
848,Industrial_Bank_of_Korea,Regional_Banks,South_Korea,6.4,9.3,1.0,185.9,593,http://dbpedia.org/resource/Industrial_Bank_of_Korea,low,mid,mid,high,low
849,Kia_Motors,Auto_&_Truck_Manufacturers,South_Korea,19.8,42.0,3.4,30.5,268,http://dbpedia.org/resource/Kia_Motors,mid,high,high,mid,low
850,Korea_Electric_Power,Electric_Utilities,South_Korea,17.4,43.9,-2.8,129.3,548,http://dbpedia.org/resource/Korea_Electric_Power,mid,high,low,mid,low
851,Korean_Air,Airline,South_Korea,2.6,11.3,0.2,21.6,1373,http://dbpedia.org/resource/Korean_Air,low,mid,mid,mid,high
852,KT&G,Tobacco,South_Korea,8.4,3.7,0.7,6.3,1442,http://dbpedia.org/resource/KT&G,low,low,mid,mid,high
853,LG_Chem,Specialized_Chemicals,South_Korea,16.2,21.9,1.4,15.4,482,http://dbpedia.org/resource/LG_Chem,mid,mid,mid,mid,low
854,LG_Corp,Household_Appliances,South_Korea,10.2,8.7,0.8,15.1,781,http://dbpedia.org/resource/LG_Corp,mid,low,mid,mid,mid
855,LG_Display,Electronics,South_Korea,10.4,26.1,0.2,23.0,824,http://dbpedia.org/resource/LG_Display,mid,mid,mid,mid,mid
856,LG_Electronics,Consumer_Electronics,South_Korea,11.6,45.3,0.1,29.6,730,http://dbpedia.org/resource/LG_Electronics,mid,high,low,mid,low
857,LG_Uplus,Telecommunications_services,South_Korea,3.5,10.2,-0.1,9.9,1810,http://dbpedia.org/resource/LG_Uplus,low,mid,low,mid,high
858,NHN,Computer_Services,South_Korea,10.4,2.1,0.5,2.8,1477,http://dbpedia.org/resource/NHN,mid,low,mid,mid,high
859,Posco,Iron_&_Steel,South_Korea,22.9,56.5,2.2,74.5,184,http://dbpedia.org/resource/Posco,mid,high,mid,mid,low
860,Samsung_C&T,Trading_Companies,South_Korea,8.5,23.8,0.4,24.2,695,http://dbpedia.org/resource/Samsung_C&T,low,mid,mid,mid,low
861,Samsung_Card,Consumer_Financial_Services,South_Korea,4.1,3.3,0.7,15.3,1508,http://dbpedia.org/resource/Samsung_Card,low,low,mid,mid,high
862,Samsung_Electro-Mechanics,Electronics,South_Korea,6.4,7.0,0.4,6.5,1471,http://dbpedia.org/resource/Samsung_Electro-Mechanics,low,low,mid,mid,high
863,Samsung_Electronics,Semiconductors,South_Korea,174.4,187.8,21.7,196.3,20,http://dbpedia.org/resource/Samsung_Electronics,high,high,high,high,low
864,Samsung_Engineering,Construction_Services,South_Korea,4.7,10.8,0.5,5.3,1376,http://dbpedia.org/resource/Samsung_Engineering,low,mid,mid,mid,high
865,Samsung_Heavy_Industries,Heavy_Equipment,South_Korea,7.5,12.9,0.7,15.6,795,http://dbpedia.org/resource/Samsung_Heavy_Industries,low,mid,mid,mid,mid
866,Samsung_Life_Insurance,Life_&_Health_Insurance,South_Korea,17.7,19.1,0.8,142.2,330,http://dbpedia.org/resource/Samsung_Life_Insurance,mid,mid,mid,mid,low
867,Shinhan_Financial_Group,Investment_Services,South_Korea,17.2,16.3,2.1,277.5,251,http://dbpedia.org/resource/Shinhan_Financial_Group,mid,mid,mid,high,low
868,SK_Holdings,Oil_&_Gas_Operations,South_Korea,7.0,106.3,0.9,85.2,405,http://dbpedia.org/resource/SK_Holdings,low,high,mid,mid,low
869,SK_Hynix,Semiconductors,South_Korea,18.0,9.6,-0.1,17.1,951,http://dbpedia.org/resource/SK_Hynix,mid,mid,low,mid,mid
870,SK_Telecom,Telecommunications_services,South_Korea,11.5,14.5,1.0,24.1,555,http://dbpedia.org/resource/SK_Telecom,mid,mid,mid,mid,low
871,S-Oil,Oil_&_Gas_Operations,South_Korea,9.4,30.8,0.5,11.7,762,http://dbpedia.org/resource/S-Oil,low,mid,mid,mid,mid
872,Woori_Finance_Holdings,Investment_Services,South_Korea,9.0,15.2,1.4,306.2,383,http://dbpedia.org/resource/Woori_Finance_Holdings,low,mid,mid,high,low
873,Abengoa,Construction_Services,Spain,1.5,10.3,0.2,25.5,1351,http://dbpedia.org/resource/Abengoa,low,mid,mid,mid,high
874,Abertis,Other_Transportation,Spain,14.3,5.2,1.4,37.2,628,http://dbpedia.org/resource/Abertis,mid,low,mid,mid,low
875,Acciona,Construction_Services,Spain,3.6,9.3,0.2,24.9,1360,http://dbpedia.org/resource/Acciona,low,mid,mid,mid,high
876,Banco_Santander,Major_Banks,Spain,82.1,108.8,2.9,1647.8,43,http://dbpedia.org/resource/Banco_Santander,high,high,high,high,low
877,Bankia,Regional_Banks,Spain,0.7,12.2,-24.5,372.6,1015,http://dbpedia.org/resource/Bankia,low,mid,low,high,mid
878,Bankinter,Regional_Banks,Spain,3.3,3.7,0.2,76.5,1629,http://dbpedia.org/resource/Bankinter,low,low,mid,mid,high
879,CaixaBank,Regional_Banks,Spain,16.8,16.3,0.3,450.1,532,http://dbpedia.org/resource/CaixaBank,mid,mid,mid,high,low
880,DIA,Food_Retail,Spain,4.9,13.4,0.2,4.4,1728,http://dbpedia.org/resource/DIA,low,mid,mid,mid,high
881,Enagas,Natural_Gas_Utilities,Spain,5.8,1.6,0.5,10.6,1581,http://dbpedia.org/resource/Enagas,low,low,mid,mid,high
882,FCC,Construction_Services,Spain,1.3,14.7,-1.1,25.1,1233,http://dbpedia.org/resource/FCC,low,mid,low,mid,high
883,Ferrovial,Other_Transportation,Spain,11.9,10.1,0.9,27.2,596,http://dbpedia.org/resource/Ferrovial,mid,mid,mid,mid,low
884,Grifols,Biotechs,Spain,12.1,3.5,0.3,7.4,1623,http://dbpedia.org/resource/Grifols,mid,low,mid,mid,high
885,Grupo_ACS,Construction_Services,Spain,7.7,50.7,-2.5,51.5,750,http://dbpedia.org/resource/Grupo_ACS,low,high,low,mid,mid
886,Iberdrola,Electric_Utilities,Spain,33.6,45.1,3.7,121.7,124,http://dbpedia.org/resource/Iberdrola,mid,high,high,mid,low
887,Inditex,Apparel/Footwear_Retail,Spain,83.3,20.6,3.0,17.5,321,http://dbpedia.org/resource/Inditex,high,mid,high,mid,low
888,Mapfre,Diversified_Insurance,Spain,10.7,27.1,0.9,69.2,399,http://dbpedia.org/resource/Mapfre,mid,mid,mid,mid,low
889,OHL_Group,Construction_Services,Spain,3.5,5.3,1.3,15.2,1153,http://dbpedia.org/resource/OHL_Group,low,low,mid,mid,high
890,Repsol_YPF,Oil_&_Gas_Operations,Spain,28.8,77.7,2.7,81.2,141,http://dbpedia.org/resource/Repsol_YPF,mid,high,high,mid,low
891,Sacyr_Vallehermoso,Construction_Services,Spain,0.9,4.6,-1.3,19.7,1934,http://dbpedia.org/resource/Sacyr_Vallehermoso,low,low,low,mid,high
892,Alfa_Laval,Other_Industrial_Equipment,Sweden,9.9,4.6,0.5,5.1,1395,http://dbpedia.org/resource/Alfa_Laval,low,low,mid,mid,high
893,Assa_Abloy,Other_Industrial_Equipment,Sweden,14.9,7.2,0.8,9.2,892,http://dbpedia.org/resource/Assa_Abloy,mid,low,mid,mid,mid
894,Atlas_Copco,Other_Industrial_Equipment,Sweden,35.2,13.4,2.1,12.5,481,http://dbpedia.org/resource/Atlas_Copco,high,mid,mid,mid,low
895,Autoliv,Auto_&_Truck_Parts,Sweden,6.6,8.3,0.5,6.6,1294,http://dbpedia.org/resource/Autoliv,low,low,mid,mid,high
896,Boliden,Diversified_Metals_&_Mining,Sweden,4.6,6.2,0.5,6.1,1648,http://dbpedia.org/resource/Boliden,low,low,mid,mid,high
897,Electrolux_Group,Household_Appliances,Sweden,8.1,16.9,0.4,11.2,943,http://dbpedia.org/resource/Electrolux_Group,low,mid,mid,mid,mid
898,Ericsson,Communications_Equipment,Sweden,44.1,35.0,0.9,40.4,292,http://dbpedia.org/resource/Ericsson,high,high,mid,mid,low
899,Getinge,Medical_Equipment_&_Supplies,Sweden,7.3,3.7,0.4,6.5,1830,http://dbpedia.org/resource/Getinge,low,low,mid,mid,high
900,H&M,Apparel/Footwear_Retail,Sweden,59.8,18.1,2.5,8.8,486,http://dbpedia.org/resource/H&M,high,mid,mid,mid,low
901,Hexagon,Other_Industrial_Equipment,Sweden,9.8,3.2,0.5,7.0,1521,http://dbpedia.org/resource/Hexagon,low,low,mid,mid,high
902,Investor,Investment_Services,Sweden,22.9,3.5,3.7,35.3,602,http://dbpedia.org/resource/Investor,mid,low,high,mid,low
903,Nordea_Bank,Regional_Banks,Sweden,47.1,23.2,4.2,892.6,118,http://dbpedia.org/resource/Nordea_Bank,high,mid,high,high,low
904,Sandvik,Other_Industrial_Equipment,Sweden,20.5,15.2,1.2,16.0,505,http://dbpedia.org/resource/Sandvik,mid,mid,mid,mid,low
905,SCA,Household/Personal_Care,Sweden,17.3,13.1,0.7,20.2,585,http://dbpedia.org/resource/SCA,mid,mid,mid,mid,low
906,SEB,Major_Banks,Sweden,23.5,14.4,1.8,376.8,243,http://dbpedia.org/resource/SEB,mid,mid,mid,high,low
907,Skanska,Construction_Services,Sweden,8.0,19.9,0.4,13.4,832,http://dbpedia.org/resource/Skanska,low,mid,mid,mid,mid
908,Svenska_Handelsbanken,Major_Banks,Sweden,28.2,11.5,2.2,367.0,247,http://dbpedia.org/resource/Svenska_Handelsbanken,mid,mid,mid,high,low
909,Swedbank,Major_Banks,Sweden,27.4,10.9,2.2,283.8,265,http://dbpedia.org/resource/Swedbank,mid,mid,mid,high,low
910,Swedish_Match,Tobacco,Sweden,6.3,1.8,0.4,2.2,1862,http://dbpedia.org/resource/Swedish_Match,low,low,mid,mid,high
911,Tele2,Telecommunications_services,Sweden,7.4,6.7,0.5,6.9,1319,http://dbpedia.org/resource/Tele2,low,low,mid,mid,high
912,TeliaSonera,Telecommunications_services,Sweden,31.0,16.1,3.1,38.1,286,http://dbpedia.org/resource/TeliaSonera,mid,mid,high,mid,low
913,Volvo_Group,Heavy_Equipment,Sweden,31.9,46.7,1.7,50.4,210,http://dbpedia.org/resource/Volvo_Group,mid,high,mid,mid,low
914,ABB,Conglomerates,Switzerland,53.4,40.1,2.8,48.8,158,http://dbpedia.org/resource/ABB,high,high,high,mid,low
915,ACE,Diversified_Insurance,Switzerland,29.9,17.9,2.7,92.5,213,http://dbpedia.org/resource/ACE,mid,mid,high,mid,low
916,Adecco,Business_&_Personal_Services,Switzerland,10.9,26.4,0.5,12.7,732,http://dbpedia.org/resource/Adecco,mid,mid,mid,mid,low
917,Credit_Suisse_Group,Investment_Services,Switzerland,37.1,42.5,1.6,1009.6,132,http://dbpedia.org/resource/Credit_Suisse_Group,high,high,mid,high,low
918,EFG_International,Major_Banks,Switzerland,2.1,1.3,0.1,25.8,1979,http://dbpedia.org/resource/EFG_International,low,low,low,mid,high
919,Garmin,Consumer_Electronics,Switzerland,6.8,2.7,0.5,4.8,1675,http://dbpedia.org/resource/Garmin,low,low,mid,mid,high
920,Geberit,Construction_Materials,Switzerland,9.4,2.0,0.4,2.2,1602,http://dbpedia.org/resource/Geberit,low,low,mid,mid,high
921,Givaudan,Specialized_Chemicals,Switzerland,11.9,4.6,0.4,6.9,1353,http://dbpedia.org/resource/Givaudan,mid,low,mid,mid,high
922,Glencore_International,Diversified_Metals_&_Mining,Switzerland,41.7,214.4,1.0,105.5,157,http://dbpedia.org/resource/Glencore_International,high,high,mid,mid,low
923,Holcim,Construction_Materials,Switzerland,26.9,23.5,0.7,44.8,367,http://dbpedia.org/resource/Holcim,mid,mid,mid,mid,low
924,Julius_Baer_Group,Investment_Services,Switzerland,8.8,2.2,0.3,59.9,1077,http://dbpedia.org/resource/Julius_Baer_Group,low,low,mid,mid,mid
925,Kuehne_+_Nagel,Other_Transportation,Switzerland,13.5,22.7,0.5,6.9,815,http://dbpedia.org/resource/Kuehne_+_Nagel,mid,mid,mid,mid,mid
926,Lindt_&_Sprungli,Food_Processing,Switzerland,9.3,2.8,0.3,2.9,1910,http://dbpedia.org/resource/Lindt_&_Sprungli,low,low,mid,mid,high
927,Luzerner_Kantonalbank,Regional_Banks,Switzerland,3.2,0.7,0.2,30.6,1894,http://dbpedia.org/resource/Luzerner_Kantonalbank,low,low,mid,mid,high
928,Nestlé,Food_Processing,Switzerland,233.5,100.6,11.6,134.7,32,http://dbpedia.org/resource/Nestlé,high,high,high,mid,low
929,Noble,Oil_Services_&_Equipment,Switzerland,9.6,3.5,0.5,14.6,1171,http://dbpedia.org/resource/Noble,low,low,mid,mid,high
930,Novartis,Pharmaceuticals,Switzerland,169.3,56.7,9.5,124.2,57,http://dbpedia.org/resource/Novartis,high,high,high,mid,low
931,Pentair,Other_Industrial_Equipment,Switzerland,10.9,4.4,-0.1,11.8,1575,http://dbpedia.org/resource/Pentair,mid,low,low,mid,high
932,Richemont,Specialty_Stores,Switzerland,48.9,11.9,2.1,15.1,447,http://dbpedia.org/resource/Richemont,high,mid,mid,mid,low
933,SGS,Business_&_Personal_Services,Switzerland,19.6,6.1,0.6,5.2,1010,http://dbpedia.org/resource/SGS,mid,low,mid,mid,mid
934,Sika,Construction_Materials,Switzerland,6.2,5.2,0.3,4.7,1931,http://dbpedia.org/resource/Sika,low,low,mid,mid,high
935,STMicroelectronics,Semiconductors,Switzerland,6.8,8.7,-1.2,10.0,1525,http://dbpedia.org/resource/STMicroelectronics,low,low,low,mid,high
936,Swatch_Group,Apparel/Accessories,Switzerland,32.1,8.5,1.7,12.0,598,http://dbpedia.org/resource/Swatch_Group,mid,low,mid,mid,low
937,Swiss_Re,Diversified_Insurance,Switzerland,30.8,33.6,4.3,215.8,127,http://dbpedia.org/resource/Swiss_Re,mid,high,high,high,low
938,Swisscom,Telecommunications_services,Switzerland,24.0,12.4,1.9,21.5,434,http://dbpedia.org/resource/Swisscom,mid,mid,mid,mid,low
939,Syngenta,Specialized_Chemicals,Switzerland,40.1,14.5,1.9,18.3,393,http://dbpedia.org/resource/Syngenta,high,mid,mid,mid,low
940,TE_Connectivity,Electronics,Switzerland,17.6,13.2,1.1,18.1,533,http://dbpedia.org/resource/TE_Connectivity,mid,mid,mid,mid,low
941,Transocean,Oil_Services_&_Equipment,Switzerland,19.3,9.2,-0.2,34.3,817,http://dbpedia.org/resource/Transocean,mid,mid,low,mid,mid
942,Tyco_International,Security_Systems,Switzerland,14.7,10.5,0.3,12.1,947,http://dbpedia.org/resource/Tyco_International,mid,mid,mid,mid,mid
943,UBS,Investment_Services,Switzerland,61.9,47.7,-2.7,1366.8,409,http://dbpedia.org/resource/UBS,high,high,low,high,low
944,Weatherford_International,Oil_Services_&_Equipment,Switzerland,9.4,15.2,-0.8,22.8,931,http://dbpedia.org/resource/Weatherford_International,low,mid,low,mid,mid
945,Wolseley,Construction_Materials,Switzerland,13.7,21.0,0.1,10.9,980,http://dbpedia.org/resource/Wolseley,mid,mid,low,mid,mid
946,Xstrata,Diversified_Metals_&_Mining,Switzerland,52.1,32.3,1.2,83.1,202,http://dbpedia.org/resource/Xstrata,high,mid,mid,mid,low
947,Zurich_Insurance_Group,Diversified_Insurance,Switzerland,41.8,70.4,3.9,409.3,75,http://dbpedia.org/resource/Zurich_Insurance_Group,high,high,high,high,low
948,Acer,Computer_Hardware,Taiwan,2.5,14.8,-0.1,7.8,1822,http://dbpedia.org/resource/Acer,low,mid,low,mid,high
949,Asustek_Computer,Computer_Hardware,Taiwan,8.8,15.2,0.8,8.7,867,http://dbpedia.org/resource/Asustek_Computer,low,mid,mid,mid,mid
950,AU_Optronics,Electronics,Taiwan,3.8,13.0,-1.9,18.2,1379,http://dbpedia.org/resource/AU_Optronics,low,mid,low,mid,high
951,Chang_Hwa_Bank,Regional_Banks,Taiwan,4.3,1.2,0.3,52.3,1503,http://dbpedia.org/resource/Chang_Hwa_Bank,low,low,mid,mid,high
952,China_Steel,Iron_&_Steel,Taiwan,13.7,12.1,0.2,21.3,907,http://dbpedia.org/resource/China_Steel,mid,mid,mid,mid,mid
953,Chunghwa_Telecom,Telecommunications_services,Taiwan,24.3,7.4,1.4,15.2,618,http://dbpedia.org/resource/Chunghwa_Telecom,mid,low,mid,mid,low
954,Compal_Electronics,Computer_Hardware,Taiwan,3.0,23.1,0.2,9.8,1523,http://dbpedia.org/resource/Compal_Electronics,low,mid,mid,mid,high
955,Delta_Electronics,Electronics,Taiwan,9.8,5.8,0.5,6.3,1231,http://dbpedia.org/resource/Delta_Electronics,low,low,mid,mid,high
956,Far_Eastern_New_Century,Diversified_Chemicals,Taiwan,5.4,7.8,0.4,10.9,1383,http://dbpedia.org/resource/Far_Eastern_New_Century,low,low,mid,mid,high
957,Formosa_Plastics,Specialized_Chemicals,Taiwan,15.3,7.4,0.5,11.8,903,http://dbpedia.org/resource/Formosa_Plastics,mid,low,mid,mid,mid
958,Hon_Hai_Precision,Electronics,Taiwan,32.1,132.1,10.7,65.8,113,http://dbpedia.org/resource/Hon_Hai_Precision,mid,high,high,mid,low
959,HTC,Communications_Equipment,Taiwan,6.6,9.8,0.6,7.1,1182,http://dbpedia.org/resource/HTC,low,mid,mid,mid,high
960,Inventec,Computer_Hardware,Taiwan,1.3,13.9,0.1,6.9,1866,http://dbpedia.org/resource/Inventec,low,mid,low,mid,high
961,MediaTek,Semiconductors,Taiwan,15.4,3.4,0.5,7.2,1306,http://dbpedia.org/resource/MediaTek,mid,low,mid,mid,high
962,Pegatron,Electronics,Taiwan,3.3,29.8,0.2,13.5,1324,http://dbpedia.org/resource/Pegatron,low,mid,mid,mid,high
963,Quanta_Computer,Computer_Hardware,Taiwan,8.5,34.4,0.8,24.6,567,http://dbpedia.org/resource/Quanta_Computer,low,high,mid,mid,low
964,Taishin_Financial_Holdings,Investment_Services,Taiwan,2.8,2.4,0.3,86.2,1403,http://dbpedia.org/resource/Taishin_Financial_Holdings,low,low,mid,mid,high
965,Taiwan_Mobile,Telecommunications_services,Taiwan,12.0,3.4,0.5,3.2,1406,http://dbpedia.org/resource/Taiwan_Mobile,mid,low,mid,mid,high
966,Taiwan_Semiconductor,Semiconductors,Taiwan,89.9,17.4,5.7,32.7,227,http://dbpedia.org/resource/Taiwan_Semiconductor,high,mid,high,mid,low
967,Uni-President,Food_Processing,Taiwan,9.5,14.5,0.4,11.6,904,http://dbpedia.org/resource/Uni-President,low,mid,mid,mid,mid
968,Wistron,Computer_Hardware,Taiwan,2.5,22.2,0.2,9.4,1555,http://dbpedia.org/resource/Wistron,low,mid,mid,mid,high
969,Advanced_Info_Service,Telecommunications_services,Thailand,23.2,4.6,1.1,3.1,964,http://dbpedia.org/resource/Advanced_Info_Service,mid,low,mid,mid,mid
970,Bangkok_Bank,Regional_Banks,Thailand,15.1,4.3,1.1,79.1,640,http://dbpedia.org/resource/Bangkok_Bank,mid,low,mid,mid,low
971,Bank_of_Ayudhya,Regional_Banks,Thailand,7.2,2.8,0.5,34.8,1086,http://dbpedia.org/resource/Bank_of_Ayudhya,low,low,mid,mid,mid
972,Charoen_Pokphand_Foods,Food_Processing,Thailand,9.0,11.7,0.6,10.1,914,http://dbpedia.org/resource/Charoen_Pokphand_Foods,low,mid,mid,mid,mid
973,InTouch,Communications_Equipment,Thailand,8.6,0.3,0.5,1.5,1604,http://dbpedia.org/resource/InTouch,low,low,mid,mid,high
974,Kasikornbank,Major_Banks,Thailand,17.5,6.0,1.2,67.8,524,http://dbpedia.org/resource/Kasikornbank,mid,low,mid,mid,low
975,Krung_Thai_Bank,Regional_Banks,Thailand,12.4,4.1,0.8,73.7,735,http://dbpedia.org/resource/Krung_Thai_Bank,mid,low,mid,mid,low
976,PTT_Global_Chemical,Diversified_Chemicals,Thailand,11.3,18.5,1.1,14.2,607,http://dbpedia.org/resource/PTT_Global_Chemical,mid,mid,mid,mid,low
977,PTT_PCL,Oil_&_Gas_Operations,Thailand,32.9,89.9,3.4,53.3,144,http://dbpedia.org/resource/PTT_PCL,mid,high,high,mid,low
978,Siam_Cement,Specialized_Chemicals,Thailand,20.3,13.3,0.8,12.8,633,http://dbpedia.org/resource/Siam_Cement,mid,mid,mid,mid,low
979,Siam_Commercial_Bank,Regional_Banks,Thailand,21.5,6.0,1.3,74.2,477,http://dbpedia.org/resource/Siam_Commercial_Bank,mid,low,mid,mid,low
980,Total_Access_Communication,Telecommunications_services,Thailand,7.7,2.9,0.4,3.3,1833,http://dbpedia.org/resource/Total_Access_Communication,low,low,mid,mid,high
981,Akbank,Regional_Banks,Turkey,20.6,8.2,1.7,91.6,382,http://dbpedia.org/resource/Akbank,mid,low,mid,mid,low
982,Anadolu_Efes,Beverages,Turkey,9.0,3.6,0.3,6.5,1788,http://dbpedia.org/resource/Anadolu_Efes,low,low,mid,mid,high
983,Enka,Construction_Services,Turkey,8.3,5.7,0.6,8.2,1245,http://dbpedia.org/resource/Enka,low,low,mid,mid,high
984,Ford_Otosan,Auto_&_Truck_Manufacturers,Turkey,4.5,5.5,0.4,2.6,1977,http://dbpedia.org/resource/Ford_Otosan,low,low,mid,mid,high
985,Garanti_Bank,Regional_Banks,Turkey,22.0,9.8,1.9,99.2,341,http://dbpedia.org/resource/Garanti_Bank,mid,mid,mid,mid,low
986,Halkbank,Regional_Banks,Turkey,13.3,6.2,1.5,61.0,543,http://dbpedia.org/resource/Halkbank,mid,low,mid,mid,low
987,Sabanci_Holding,Conglomerates,Turkey,12.7,14.6,1.0,98.3,388,http://dbpedia.org/resource/Sabanci_Holding,mid,mid,mid,mid,low
988,Turk_Telekom,Telecommunications_services,Turkey,15.0,7.1,1.5,9.5,802,http://dbpedia.org/resource/Turk_Telekom,mid,low,mid,mid,mid
989,Turkcell,Telecommunications_services,Turkey,14.8,5.9,1.2,10.5,843,http://dbpedia.org/resource/Turkcell,mid,low,mid,mid,mid
990,Turkish_Airlines,Airline,Turkey,4.8,8.3,0.6,10.5,1210,http://dbpedia.org/resource/Turkish_Airlines,low,low,mid,mid,high
991,VakifBank,Regional_Banks,Turkey,7.9,6.3,0.8,60.6,711,http://dbpedia.org/resource/VakifBank,low,low,mid,mid,low
992,Abu_Dhabi_Commercial_Bank,Regional_Banks,United_Arab_Emirates,6.1,2.6,0.7,49.2,1005,http://dbpedia.org/resource/Abu_Dhabi_Commercial_Bank,low,low,mid,mid,mid
993,Abu_Dhabi_Islamic_Bank,Regional_Banks,United_Arab_Emirates,2.4,1.0,0.3,23.3,1701,http://dbpedia.org/resource/Abu_Dhabi_Islamic_Bank,low,low,mid,mid,high
994,DP_World,Other_Transportation,United_Arab_Emirates,12.0,3.1,0.7,16.4,985,http://dbpedia.org/resource/DP_World,mid,low,mid,mid,mid
995,Dragon_Oil,Oil_&_Gas_Operations,United_Arab_Emirates,4.8,1.2,0.6,3.8,1902,http://dbpedia.org/resource/Dragon_Oil,low,low,mid,mid,high
996,Dubai_Islamic_Bank,Regional_Banks,United_Arab_Emirates,2.2,1.3,0.3,26.0,1694,http://dbpedia.org/resource/Dubai_Islamic_Bank,low,low,mid,mid,high
997,Emaar_Properties,Real_Estate,United_Arab_Emirates,9.2,2.4,0.6,16.6,1110,http://dbpedia.org/resource/Emaar_Properties,low,low,mid,mid,mid
998,Emirates_NBD,Regional_Banks,United_Arab_Emirates,5.8,3.8,0.6,83.9,981,http://dbpedia.org/resource/Emirates_NBD,low,low,mid,mid,mid
999,Etisalat,Telecommunications_services,United_Arab_Emirates,21.8,9.0,1.8,21.8,497,http://dbpedia.org/resource/Etisalat,mid,low,mid,mid,low
1000,First_Gulf_Bank,Regional_Banks,United_Arab_Emirates,11.1,2.6,1.1,47.7,765,http://dbpedia.org/resource/First_Gulf_Bank,mid,low,mid,mid,mid
1001,Mashreq_Bank,Regional_Banks,United_Arab_Emirates,2.2,1.5,0.4,20.8,1687,http://dbpedia.org/resource/Mashreq_Bank,low,low,mid,mid,high
1002,National_Bank_of_Abu_Dhabi,Regional_Banks,United_Arab_Emirates,12.4,3.1,1.1,81.8,691,http://dbpedia.org/resource/National_Bank_of_Abu_Dhabi,mid,low,mid,mid,low
1003,TAQA,Electric_Utilities,United_Arab_Emirates,2.2,7.5,0.2,33.3,1401,http://dbpedia.org/resource/TAQA,low,low,mid,mid,high
1004,Union_National_Bank,Regional_Banks,United_Arab_Emirates,2.7,1.2,0.4,23.7,1550,http://dbpedia.org/resource/Union_National_Bank,low,low,mid,mid,high
1005,Aberdeen_Asset_Management,Investment_Services,United_Kingdom,7.5,1.4,0.3,6.5,1942,http://dbpedia.org/resource/Aberdeen_Asset_Management,low,low,mid,mid,high
1006,Aggreko,Business_&_Personal_Services,United_Kingdom,8.0,2.6,0.4,3.4,1664,http://dbpedia.org/resource/Aggreko,low,low,mid,mid,high
1007,AMEC,Oil_Services_&_Equipment,United_Kingdom,4.8,6.8,0.4,4.0,1779,http://dbpedia.org/resource/AMEC,low,low,mid,mid,high
1008,Anglo_American,Diversified_Metals_&_Mining,United_Kingdom,39.9,29.4,-1.5,78.1,522,http://dbpedia.org/resource/Anglo_American,high,mid,low,mid,low
1009,Antofagasta,Diversified_Metals_&_Mining,United_Kingdom,16.1,6.7,1.0,12.9,756,http://dbpedia.org/resource/Antofagasta,mid,low,mid,mid,mid
1010,Aon,Insurance_Brokers,United_Kingdom,18.7,11.5,1.0,30.5,473,http://dbpedia.org/resource/Aon,mid,mid,mid,mid,low
1011,ARM_Holdings,Semiconductors,United_Kingdom,19.6,0.9,0.3,2.3,1636,http://dbpedia.org/resource/ARM_Holdings,mid,low,mid,mid,high
1012,Associated_British_Foods,Food_Processing,United_Kingdom,22.7,19.8,0.9,16.2,493,http://dbpedia.org/resource/Associated_British_Foods,mid,mid,mid,mid,low
1013,AstraZeneca,Pharmaceuticals,United_Kingdom,58.0,28.6,6.4,52.4,149,http://dbpedia.org/resource/AstraZeneca,high,mid,high,mid,low
1014,Aviva,Life_&_Health_Insurance,United_Kingdom,14.5,69.0,-5.1,512.7,520,http://dbpedia.org/resource/Aviva,mid,high,low,high,low
